path,category,attribute_1,attribute_2
imgs/men/245.jpg,Jackets,grey,Regular
imgs/men/246.jpg,Sweaters,"black, grey",
imgs/men/247.jpg,Tshirts,,Regular
imgs/men/248.jpg,Sweatshirts,"blue, white, navy",Regular
imgs/men/249.jpg,Track Pants,"blue, navy",Regular
imgs/men/250.jpg,Sweatshirts,blue,Regular
imgs/men/251.jpg,Shirts,"black, grey",Regular
imgs/men/252.jpg,Jeans,blue,Cropped
imgs/men/253.jpg,Sweatshirts,,Regular
imgs/men/254.jpg,Jackets,,Regular
imgs/men/255.jpg,Jackets,black,Regular
imgs/men/256.jpg,Jeans,blue,Regular
imgs/men/257.jpg,Jeans,blue,Regular
imgs/men/258.jpg,Jackets,"blue, white",Regular
imgs/men/259.jpg,Trousers,grey,Cropped
imgs/men/260.jpg,Sweatshirts,black,Regular
imgs/men/261.jpg,Jeans,blue,Regular
imgs/men/262.jpg,Shirts,"green, white",Regular
imgs/men/263.jpg,Sweatshirts,", blue, navy",Regular
imgs/men/264.jpg,Tshirts,,Regular
imgs/men/265.jpg,Jeans,blue,Regular
imgs/men/266.jpg,Jeans,"black, grey",Regular
imgs/men/267.jpg,Jackets,black,Regular
imgs/men/268.jpg,Jackets,,Regular
imgs/men/269.jpg,Jeans,black,Regular
imgs/men/270.jpg,Track Pants,grey,Regular
imgs/men/271.jpg,Trousers,green,Regular
imgs/men/272.jpg,Jackets,brown,Regular
imgs/men/273.jpg,Track Pants,,Regular
imgs/men/274.jpg,Jackets,grey,Regular
imgs/men/275.jpg,Tshirts,"blue, navy, yellow",Regular
imgs/men/276.jpg,Jackets,white,Regular
imgs/men/277.jpg,Jackets,black,Regular
imgs/men/278.jpg,Track Pants,grey,Regular
imgs/men/279.jpg,Jackets,"green, olive",Regular
imgs/men/280.jpg,Sweaters,grey,
imgs/men/281.jpg,Jackets,black,Regular
imgs/men/282.jpg,Jackets,blue,Regular
imgs/men/283.jpg,Jackets,white,Regular
imgs/men/284.jpg,Track Pants,"blue, navy",Regular
imgs/men/285.jpg,Sweaters,grey,
imgs/men/286.jpg,Jackets,"grey, blue, navy",Regular
imgs/men/287.jpg,Jackets,"blue, navy",Regular
imgs/men/288.jpg,Tshirts,"lime, green",Regular
imgs/men/289.jpg,Jackets,white,Regular
imgs/men/290.jpg,Jackets,green,Regular
imgs/men/291.jpg,Sweaters,,
imgs/men/292.jpg,Jeans,blue,Regular
imgs/men/293.jpg,Jeans,black,Regular
imgs/men/294.jpg,Tshirts,,Regular
imgs/men/295.jpg,Shirts,", green",Regular
imgs/men/296.jpg,Track Pants,,Regular
imgs/men/297.jpg,Jackets,black,Regular
imgs/men/298.jpg,Jackets,purple,Regular
imgs/men/299.jpg,Blazers,"blue, navy",Regular
imgs/men/300.jpg,Sweatshirts,blue,Regular
imgs/men/301.jpg,Trousers,beige,Regular
imgs/men/302.jpg,Jackets,black,Regular
imgs/men/303.jpg,Sweatshirts,"blue, navy",Regular
imgs/men/304.jpg,Jackets,"blue, black",Regular
imgs/men/305.jpg,Jeans,"blue, navy",Regular
imgs/men/306.jpg,Jeans,blue,Regular
imgs/men/307.jpg,Sweaters,,
imgs/men/308.jpg,Jackets,black,Regular
imgs/men/309.jpg,Sweatshirts,"orange, white, navy",Regular
imgs/men/310.jpg,Jackets,,Regular
imgs/men/311.jpg,Jackets,"blue, red, navy",Regular
imgs/men/312.jpg,Shirts,,Regular
imgs/men/313.jpg,Track Pants,white,Regular
imgs/men/314.jpg,Tshirts,black,Regular
imgs/men/315.jpg,Jackets,blue,Regular
imgs/men/316.jpg,Jackets,black,Regular
imgs/men/317.jpg,Jackets,,Regular
imgs/men/318.jpg,Jackets,brown,Regular
imgs/men/319.jpg,Shirts,"blue, navy, maroon",Regular
imgs/men/320.jpg,Tshirts,white,Regular
imgs/men/321.jpg,Track Pants,"blue, navy",Regular
imgs/men/322.jpg,Tshirts,white,Regular
imgs/men/323.jpg,Shirts,"blue, white",Regular
imgs/men/324.jpg,Tshirts,maroon,Regular
imgs/men/325.jpg,Tshirts,green,Regular
imgs/men/326.jpg,Jackets,grey,Regular
imgs/men/327.jpg,Jackets,blue,Regular
imgs/men/328.jpg,Jackets,grey,Regular
imgs/men/329.jpg,Shirts,"blue, orange",Regular
imgs/men/330.jpg,Jeans,black,Regular
imgs/men/331.jpg,Track Pants,,Regular
imgs/men/332.jpg,Tshirts,blue,Regular
imgs/men/333.jpg,Jackets,blue,Regular
imgs/men/334.jpg,Jackets,"blue, navy",Regular
imgs/men/335.jpg,Track Pants,,Regular
imgs/men/336.jpg,Jackets,grey,Regular
imgs/men/337.jpg,Jackets,black,Regular
imgs/men/338.jpg,Jackets,"black, white",Crop
imgs/men/339.jpg,Shirts,"blue, navy, white",Regular
imgs/men/340.jpg,Track Pants,grey,Regular
imgs/men/341.jpg,Sweaters,,
imgs/men/342.jpg,Track Pants,black,Regular
imgs/men/343.jpg,Shirts,"blue, white",Regular
imgs/men/344.jpg,Tshirts,black,Regular
imgs/men/345.jpg,Sweatshirts,black,Regular
imgs/men/346.jpg,Jeans,black,Regular
imgs/men/347.jpg,Jackets,black,Regular
imgs/men/348.jpg,Shirts,"blue, green, navy",Regular
imgs/men/349.jpg,Track Pants,,Regular
imgs/men/350.jpg,Shorts,"green, olive",Above Knee
imgs/men/351.jpg,Jackets,green,Regular
imgs/men/352.jpg,Jeans,"black, grey",Regular
imgs/men/353.jpg,Jackets,"blue, navy, maroon",Regular
imgs/men/354.jpg,Sweatshirts,blue,Regular
imgs/men/355.jpg,Jackets,"black, beige",Regular
imgs/men/356.jpg,Jeans,"black, white",Regular
imgs/men/357.jpg,Shirts,blue,Regular
imgs/men/358.jpg,Jackets,black,Regular
imgs/men/359.jpg,Jeans,black,Regular
imgs/men/360.jpg,Sweatshirts,blue,Regular
imgs/men/361.jpg,Trousers,green,Regular
imgs/men/362.jpg,Track Pants,,Regular
imgs/men/363.jpg,Sweatshirts,,Regular
imgs/men/364.jpg,Shorts,grey,Knee Length
imgs/men/365.jpg,Jackets,grey,Regular
imgs/men/366.jpg,Jackets,blue,Regular
imgs/men/367.jpg,Tshirts,"blue, white, navy",Regular
imgs/men/368.jpg,Sweatshirts,,
imgs/men/369.jpg,Jackets,"blue, navy",Regular
imgs/men/370.jpg,Jackets,black,Regular
imgs/men/371.jpg,Jeans,blue,Regular
imgs/men/372.jpg,Jeans,blue,Regular
imgs/men/373.jpg,Jackets,brown,Regular
imgs/men/374.jpg,Jackets,black,Regular
imgs/men/375.jpg,Tshirts,red,Regular
imgs/men/376.jpg,Jackets,white,Regular
imgs/men/377.jpg,Trousers,grey,Regular
imgs/men/378.jpg,Trousers,green,Regular
imgs/men/379.jpg,Sweatshirts,black,Regular
imgs/men/380.jpg,Jackets,navy,Regular
imgs/men/381.jpg,Jackets,green,Regular
imgs/men/382.jpg,Sweatshirts,,Regular
imgs/men/383.jpg,Jackets,"green, olive",Regular
imgs/men/384.jpg,Jackets,white,Regular
imgs/men/385.jpg,Jackets,"blue, navy",Regular
imgs/men/386.jpg,Sweatshirts,"green, olive",Regular
imgs/men/387.jpg,Shirts,maroon,Regular
imgs/men/388.jpg,Tshirts,red,Regular
imgs/men/389.jpg,Tshirts,grey,Regular
imgs/men/390.jpg,Shirts,blue,Regular
imgs/men/391.jpg,Jackets,grey,Regular
imgs/men/392.jpg,Jackets,,Regular
imgs/men/393.jpg,Jackets,orange,Regular
imgs/men/394.jpg,Shirts,"blue, red",Regular
imgs/men/395.jpg,Sweatshirts,"grey, white",Regular
imgs/men/396.jpg,Jackets,,Regular
imgs/men/397.jpg,Track Pants,"green, olive",Regular
imgs/men/398.jpg,Tshirts,yellow,Regular
imgs/men/399.jpg,Jackets,grey,Regular
imgs/men/400.jpg,Jeans,black,Regular
imgs/men/401.jpg,Jeans,blue,Regular
imgs/men/402.jpg,Tshirts,"grey, black",Regular
imgs/men/403.jpg,Jeans,", blue",Regular
imgs/men/404.jpg,Jackets,"green, olive",Regular
imgs/men/405.jpg,Shirts,blue,Regular
imgs/men/406.jpg,Jackets,"lime, grey, green",Regular
imgs/men/407.jpg,Jeans,black,Regular
imgs/men/408.jpg,Jackets,blue,Regular
imgs/men/409.jpg,Shirts,white,Regular
imgs/men/410.jpg,Sweaters,yellow,
imgs/men/411.jpg,Jeans,blue,Regular
imgs/men/412.jpg,Shirts,"blue, navy",Regular
imgs/men/413.jpg,Jackets,blue,Regular
imgs/men/414.jpg,Shirts,,Regular
imgs/men/415.jpg,Sweaters,"black, blue",
imgs/men/416.jpg,Jackets,"green, olive",Regular
imgs/men/417.jpg,Jackets,white,Regular
imgs/men/418.jpg,Jackets,"black, maroon",Regular
imgs/men/419.jpg,Jackets,black,Regular
imgs/men/420.jpg,Jackets,brown,Regular
imgs/men/421.jpg,Shirts,"blue, navy",Regular
imgs/men/422.jpg,Jackets,,Regular
imgs/men/423.jpg,Sweaters,,
imgs/men/424.jpg,Tracksuits,navy,
imgs/men/425.jpg,Jackets,"black, grey",Regular
imgs/men/426.jpg,Jackets,black,Regular
imgs/men/427.jpg,Shirts,"blue, maroon, navy",Regular
imgs/men/428.jpg,Jackets,,Regular
imgs/men/429.jpg,Sweaters,"blue, green, navy, olive",
imgs/men/430.jpg,Jackets,"blue, navy",Regular
imgs/men/431.jpg,Jackets,"blue, navy",Regular
imgs/men/432.jpg,Jeans,blue,Regular
imgs/men/433.jpg,Track Pants,grey,Regular
imgs/men/434.jpg,Track Pants,,Regular
imgs/men/435.jpg,Jeans,blue,Cropped
imgs/men/436.jpg,Jackets,blue,Regular
imgs/men/437.jpg,Sweaters,blue,
imgs/men/438.jpg,Sweatshirts,grey,Regular
imgs/men/439.jpg,Jeans,blue,Regular
imgs/men/440.jpg,Sweaters,"blue, navy",
imgs/men/441.jpg,Blazers,brown,Regular
imgs/men/442.jpg,Jackets,blue,Regular
imgs/men/443.jpg,Sweatshirts,grey,Regular
imgs/men/444.jpg,Blazers,black,Regular
imgs/men/445.jpg,Tshirts,"blue, grey, navy",Regular
imgs/men/446.jpg,Jeans,"blue, navy",Regular
imgs/men/447.jpg,Jackets,white,Regular
imgs/men/448.jpg,Shirts,"green, white",Regular
imgs/men/449.jpg,Jackets,blue,Regular
imgs/men/450.jpg,Tshirts,green,Regular
imgs/men/451.jpg,Jackets,navy,Regular
imgs/men/452.jpg,Jeans,blue,Regular
imgs/men/453.jpg,Jackets,beige,Regular
imgs/men/454.jpg,Jackets,"black, maroon",Regular
imgs/men/455.jpg,Jackets,"blue, navy, white",Regular
imgs/men/456.jpg,Jackets,khaki,Regular
imgs/men/457.jpg,Shirts,"grey, white",Regular
imgs/men/458.jpg,Jackets,grey,Regular
imgs/men/459.jpg,Jeans,black,Regular
imgs/men/460.jpg,Trousers,beige,Regular
imgs/men/461.jpg,Jackets,black,Regular
imgs/men/462.jpg,Jackets,white,Regular
imgs/men/463.jpg,Jackets,"blue, navy",Regular
imgs/men/464.jpg,Sweaters,"grey, navy",
imgs/men/465.jpg,Shirts,pink,Regular
imgs/men/466.jpg,Blazers,brown,Regular
imgs/men/467.jpg,Jackets,,Regular
imgs/men/468.jpg,Tshirts,grey,Regular
imgs/men/469.jpg,Track Pants,,Regular
imgs/men/470.jpg,Sweatshirts,"white, navy",Regular
imgs/men/471.jpg,Sweatshirts,green,Regular
imgs/men/472.jpg,Jeans,grey,Regular
imgs/men/473.jpg,Tracksuits,navy,
imgs/men/474.jpg,Trousers,"green, olive",Regular
imgs/men/475.jpg,Trousers,green,Regular
imgs/men/476.jpg,Shirts,white,Regular
imgs/men/477.jpg,Trousers,"blue, navy, white",Regular
imgs/men/478.jpg,Sweatshirts,black,Regular
imgs/men/479.jpg,Jackets,pink,Regular
imgs/men/480.jpg,Jackets,"blue, navy",Regular
imgs/men/481.jpg,Shirts,blue,Regular
imgs/men/482.jpg,Tshirts,"blue, navy",Regular
imgs/men/483.jpg,Track Pants,blue,Regular
imgs/men/484.jpg,Jackets,black,Regular
imgs/men/485.jpg,Jackets,maroon,Regular
imgs/men/486.jpg,Sweaters,blue,
imgs/men/487.jpg,Jackets,black,Regular
imgs/men/488.jpg,Jackets,black,Regular
imgs/men/489.jpg,Sweaters,"black, blue, navy",
imgs/men/490.jpg,Jackets,black,Regular
imgs/men/491.jpg,Tshirts,black,Regular
imgs/men/492.jpg,Sweatshirts,"blue, white, navy",Regular
imgs/men/493.jpg,Jackets,black,Regular
imgs/men/494.jpg,Blazers,"blue, navy",Regular
imgs/men/495.jpg,Trousers,"blue, navy",Regular
imgs/men/496.jpg,Sweaters,blue,
imgs/men/497.jpg,Track Pants,,Regular
imgs/men/498.jpg,Trousers,blue,Regular
imgs/men/499.jpg,Thermal Set,,
imgs/men/500.jpg,Jackets,"blue, navy, yellow",Crop
imgs/men/501.jpg,Shirts,white,Regular
imgs/men/502.jpg,Track Pants,grey,Regular
imgs/men/503.jpg,Jackets,black,Regular
imgs/men/504.jpg,Tshirts,"blue, navy",Regular
imgs/men/505.jpg,Kurta Sets,"blue, navy",Knee Length
imgs/men/506.jpg,Shirts,"blue, white",Regular
imgs/men/507.jpg,Blazers,black,Regular
imgs/men/508.jpg,Jackets,blue,Regular
imgs/men/509.jpg,Track Pants,"blue, navy",Regular
imgs/men/510.jpg,Sweaters,,
imgs/men/511.jpg,Jackets,black,Regular
imgs/men/512.jpg,Sweatshirts,"green, olive",Regular
imgs/men/513.jpg,Tshirts,,Regular
imgs/men/514.jpg,Shirts,"blue, navy",Regular
imgs/men/515.jpg,Tshirts,yellow,Regular
imgs/men/516.jpg,Blazers,blue,Regular
imgs/men/517.jpg,Tshirts,blue,Regular
imgs/men/518.jpg,Shirts,"blue, white",Regular
imgs/men/519.jpg,Track Pants,,Regular
imgs/men/520.jpg,Sweaters,black,
imgs/men/521.jpg,Shorts,white,Above Knee
imgs/men/522.jpg,Jeans,grey,Regular
imgs/men/523.jpg,Sweatshirts,black,Regular
imgs/men/524.jpg,Blazers,white,Regular
imgs/men/525.jpg,Tshirts,black,Regular
imgs/men/526.jpg,Tracksuits,"grey, blue, blue",
imgs/men/527.jpg,Track Pants,black,Regular
imgs/men/528.jpg,Shirts,blue,Regular
imgs/men/529.jpg,Shirts,"white, pink",Regular
imgs/men/530.jpg,Shirts,"pink, black, coral",Regular
imgs/men/531.jpg,Jackets,black,Regular
imgs/men/532.jpg,Shorts,blue,Above Knee
imgs/men/533.jpg,Sweaters,,
imgs/men/534.jpg,Tshirts,,Regular
imgs/men/535.jpg,Shorts,,Above Knee
imgs/men/536.jpg,Track Pants,,Regular
imgs/men/537.jpg,Jackets,black,Regular
imgs/men/538.jpg,Sweatshirts,maroon,Regular
imgs/men/539.jpg,Sweatshirts,black,Regular
imgs/men/540.jpg,Jackets,"blue, navy",Regular
imgs/men/541.jpg,Jackets,black,Regular
imgs/men/542.jpg,Jackets,"blue, navy",Regular
imgs/men/543.jpg,Jackets,black,Regular
imgs/men/544.jpg,Track Pants,grey,Regular
imgs/men/545.jpg,Track Pants,,Regular
imgs/men/546.jpg,Sweatshirts,maroon,Regular
imgs/men/547.jpg,Sweatshirts,white,Regular
imgs/men/548.jpg,Trousers,blue,Regular
imgs/men/549.jpg,Trousers,blue,Regular
imgs/men/550.jpg,Trousers,grey,Regular
imgs/men/551.jpg,Trousers,black,Regular
imgs/men/552.jpg,Jackets,black,Regular
imgs/men/553.jpg,Jackets,blue,Regular
imgs/men/554.jpg,Tshirts,"black, maroon",Regular
imgs/men/555.jpg,Jackets,black,Regular
